path,expected_sha256,actual_sha256,status
assets/world/interactables/run_reward_chest/chest_closed_v2.png,2714DAC5A5EC44B7C092A7D2F3574FB0E71A6529090138051DE1FA154C400D97,2714DAC5A5EC44B7C092A7D2F3574FB0E71A6529090138051DE1FA154C400D97,PASS
assets/world/interactables/run_reward_chest/chest_open_v2.png,CBC4344454B8D0D969545046A53A1B037CDB354091A4D526B5009285E0F74D68,CBC4344454B8D0D969545046A53A1B037CDB354091A4D526B5009285E0F74D68,PASS
assets/world/interactables/run_route_portal/portal_locked_v2.png,B9CFFEAC3D5037FEB793072E6A8317A01A8D2422A230ED9671FC5A59ACC30FFD,B9CFFEAC3D5037FEB793072E6A8317A01A8D2422A230ED9671FC5A59ACC30FFD,PASS
assets/world/interactables/run_route_portal/portal_active_v2.png,0EDDAA9C484FEDB119C31DA6E081141549FCD4297E7823151C4A2BD330A7C2EA,0EDDAA9C484FEDB119C31DA6E081141549FCD4297E7823151C4A2BD330A7C2EA,PASS
assets/art_preview/world_objects/wishing_crown_v1.png,3CC3557EAA97349116A7EF5251ABD0586AEBD9F3E3BB283B89585C5E76FD7095,3CC3557EAA97349116A7EF5251ABD0586AEBD9F3E3BB283B89585C5E76FD7095,PASS
assets/world/enemies/tidal_sentry/tidal_sentry_idle_v1.png,10C931DD8823F5DA24AA6A6EFC13D00944A0EB57F07BF7AAEE6EC531786F65F1,10C931DD8823F5DA24AA6A6EFC13D00944A0EB57F07BF7AAEE6EC531786F65F1,PASS
