"Path","Width","Height","Bytes","LastWriteTimeUtc","SHA256","VisualQA"
"screenshots/task48_01_dodge_ready_1920x1080.png","1920","1080","75097","2026-08-13T12:58:55.3690792Z","F53D8242E06656A7F9EDEC88824A9D59B19AC6ACC9F1C34617A3A4A2D5A709C7","ready_opaque_clear"
"screenshots/task48_02_dodge_mid_enemy_overlap_1920x1080.png","1920","1080","74785","2026-08-13T12:58:55.4675695Z","12B5FDFA42EE50460C68A1544DE67EBAF65A0B02D8FDD3218DE3D40CF8937EED","mid_translucent_enemy_overlap"
"screenshots/task48_03_dodge_recovered_1920x1080.png","1920","1080","75255","2026-08-13T12:58:55.6073155Z","6672BBAE2DB7E59B03FFEC71468D7C7E5825B2D24AC33EB500970C419E5A09AC","end_opaque_recovered"
