file,width,height,bytes,sha256,visual_review
task57_01_battle01_full_room_1920x1080.png,1920,1080,1297976,E6BCD4FE03CC03316AAA705B413C23D668649837CA84693D319EF04C6AEBE616,PASS
task57_02_battle02_full_room_1920x1080.png,1920,1080,1282171,83F74ED29576BA4499BF1680749A31D0C080DA59410FAECBB1B8D796ABEA7FA3,PASS
task57_03_battle02_platform_play_1920x1080.png,1920,1080,1282975,D23971C962948E2E4CBCFCA72F7CCE8A554DB14950511CF159E25063010A2F24,PASS
task57_04_shop_full_room_1920x1080.png,1920,1080,1408855,3F1D502D8EAA4CE5255CB1F29EAAAECAB3E8775723A5252E5681C4A9ED7C281E,PASS
task57_05_battle03_reuses_battle01_1920x1080.png,1920,1080,1305526,4A49D0BCA4AD9F44F0C57E87DC5C5C9C7F97CBDEC76C440C74184D7051832793,PASS
task57_06_boss_main_ground_no_dais_1920x1080.png,1920,1080,1361460,E57CFE65873A60C649F057075232A364F111A6E84591DB8ACA024362D034BA44,PASS
