"Path","CandidateSHA256","ColdPostRunSHA256","Reason","Result"
"screenshots/task58_01_closed_chest_1920x1080.png","0A9AB068F89FC4B28528D10C77B3AC9ADD8182D530592069F27E8A47240EDF93","39FF736FCBC16AB92AC54D1EDEE8AB5B4CB0F6A3B01B35270DDA36CC18987C34","EXPECTED_INDEPENDENT_FRESH_CAPTURE","PASS"
"screenshots/task58_02_locked_portal_1920x1080.png","1256F62C1EAE6DE9557F88F53B8D555941C5A385F8A656700564AC5EEAA7957E","F3A4691853A8798364927C8FA1B52205BBB49DF54E999531E8546313DEC45C68","EXPECTED_INDEPENDENT_FRESH_CAPTURE","PASS"
"screenshots/task58_03_open_chest_1920x1080.png","6CBE275E017B93D5468EC5F1E0C64FF1DA30E99B92F3E5EA7B877E9B0A3C7BFF","2EEFDEBFE890330A3A62BA0C2A3A714B3092614BE67217BDEC8E745B0B28F354","EXPECTED_INDEPENDENT_FRESH_CAPTURE","PASS"
"screenshots/task58_04_active_portal_1920x1080.png","D369A0470E51E594A6C552298D1FE8D68071AC17822A7F64EB349585E12D6E81","78784FBFDD92436AEA4C717D607B63FB048D02A11CDBF8FB980C608185D233B5","EXPECTED_INDEPENDENT_FRESH_CAPTURE","PASS"
"screenshots/task58_05_battle02_tidal_sentry_live_projectile_1920x1080.png","3DBE2E29DB85DAB77E8BF34B17D8FE5D8FA7448A6A4EB38C0224B458F7ADF960","719354103447C5191B03C8CE7B12699F85CA74BABF950973E0DC5C6E3C4FEE23","EXPECTED_INDEPENDENT_FRESH_CAPTURE","PASS"
"screenshots/task58_06_shop_crown_ui_closed_1920x1080.png","85418070730D188B137513902B3EA14A62C3A34D3C7E031D7226ADD53CC859BF","51D3CB0E0BA365AD709812F8329FCE19A891AA0897FF516A0F9DAC3F43C71811","EXPECTED_INDEPENDENT_FRESH_CAPTURE","PASS"
"screenshots/task58_07_shop_crown_ui_open_1920x1080.png","5EDD67565D460CEE82CFCA34EDE577766AEB615C71D0DB07EB5709D04C02093D","B890BEAEC1EA71E8BFCCFABB60952A17CFA80D5BEF3044EFCB3E4ACE5B438AFB","EXPECTED_INDEPENDENT_FRESH_CAPTURE","PASS"
