"Name","Width","Height","Bytes","LastWriteTimeUtc","SHA256","DifferentFromPreCapture"
"task58_01_closed_chest_1920x1080.png","1920","1080","1297525","2026-08-14T14:38:51.7211973Z","39FF736FCBC16AB92AC54D1EDEE8AB5B4CB0F6A3B01B35270DDA36CC18987C34","True"
"task58_02_locked_portal_1920x1080.png","1920","1080","1297943","2026-08-14T14:38:52.9799848Z","F3A4691853A8798364927C8FA1B52205BBB49DF54E999531E8546313DEC45C68","True"
"task58_03_open_chest_1920x1080.png","1920","1080","1308001","2026-08-14T14:38:53.5861091Z","2EEFDEBFE890330A3A62BA0C2A3A714B3092614BE67217BDEC8E745B0B28F354","True"
"task58_04_active_portal_1920x1080.png","1920","1080","1308516","2026-08-14T14:38:54.8330485Z","78784FBFDD92436AEA4C717D607B63FB048D02A11CDBF8FB980C608185D233B5","True"
"task58_05_battle02_tidal_sentry_live_projectile_1920x1080.png","1920","1080","1294695","2026-08-14T14:38:56.4250738Z","719354103447C5191B03C8CE7B12699F85CA74BABF950973E0DC5C6E3C4FEE23","True"
"task58_06_shop_crown_ui_closed_1920x1080.png","1920","1080","1391259","2026-08-14T14:38:58.3091031Z","51D3CB0E0BA365AD709812F8329FCE19A891AA0897FF516A0F9DAC3F43C71811","True"
"task58_07_shop_crown_ui_open_1920x1080.png","1920","1080","482374","2026-08-14T14:38:58.6060837Z","B890BEAEC1EA71E8BFCCFABB60952A17CFA80D5BEF3044EFCB3E4ACE5B438AFB","True"
