"Name","Width","Height","Bytes","LastWriteTimeUtc","SHA256"
"task58_01_closed_chest_1920x1080.png","1920","1080","1297525","2026-08-14T10:57:22.4667323Z","39FF736FCBC16AB92AC54D1EDEE8AB5B4CB0F6A3B01B35270DDA36CC18987C34"
"task58_02_locked_portal_1920x1080.png","1920","1080","1297921","2026-08-14T10:57:23.0551302Z","77C4C7569036DC623E5D993EBF1552E208EC199F955D013B31A7274B263A9B52"
"task58_03_open_chest_1920x1080.png","1920","1080","1308001","2026-08-14T10:57:23.6374919Z","2EEFDEBFE890330A3A62BA0C2A3A714B3092614BE67217BDEC8E745B0B28F354"
"task58_04_active_portal_1920x1080.png","1920","1080","1308445","2026-08-14T10:57:24.1951203Z","D369A0470E51E594A6C552298D1FE8D68071AC17822A7F64EB349585E12D6E81"
"task58_05_battle02_tidal_sentry_live_projectile_1920x1080.png","1920","1080","1300864","2026-08-14T10:57:25.7650703Z","8F37C0E8A786A479046506BC220265552334485CEFB881CD61D7FE027856B5F2"
"task58_06_shop_crown_ui_closed_1920x1080.png","1920","1080","1391259","2026-08-14T10:57:27.5756807Z","51D3CB0E0BA365AD709812F8329FCE19A891AA0897FF516A0F9DAC3F43C71811"
"task58_07_shop_crown_ui_open_1920x1080.png","1920","1080","482480","2026-08-14T10:57:27.7425875Z","5EDD67565D460CEE82CFCA34EDE577766AEB615C71D0DB07EB5709D04C02093D"
