region,expected_pixel_sha256,actual_pixel_sha256,match
rows_4_15_all_passed_content,2FBE4483C7B794DCA862B317051CA0F87CA2B26939907CCFD399179888AC1405,2FBE4483C7B794DCA862B317051CA0F87CA2B26939907CCFD399179888AC1405,true
rows_4_7_terrain,8C5C64BD327FA5438933170D279EB2F9C730B994A06968F7F11B35B983228938,8C5C64BD327FA5438933170D279EB2F9C730B994A06968F7F11B35B983228938,true
rows_8_10_platform,D2918D65C9CDE43723EC7AF87C49088F3583BF7E591970EDBA4840EA79E3023B,D2918D65C9CDE43723EC7AF87C49088F3583BF7E591970EDBA4840EA79E3023B,true
rows_11_15_foreground_decor,E0883ED5A97C92631CFDA61D03C08B25635161816DF8BD6AF17484CD5FC567CB,E0883ED5A97C92631CFDA61D03C08B25635161816DF8BD6AF17484CD5FC567CB,true
